中国,吉林省,吉林市,,43.87198833435933,126.56454398883336
中国,吉林省,吉林市,丰满区,43.65451533315501,126.69820214701856
中国,吉林省,吉林市,吉林中国新加坡食品区,,
中国,吉林省,吉林市,吉林经济开发区,,
中国,吉林省,吉林市,吉林高新技术产业开发区,,
中国,吉林省,吉林市,昌邑区,44.02389756059645,126.32651306090204
中国,吉林省,吉林市,桦甸市,43.05663109913064,127.0413924395728
中国,吉林省,吉林市,永吉县,43.60148114755168,126.22756009767396
中国,吉林省,吉林市,磐石市,43.0574561133298,126.17462779101469
中国,吉林省,吉林市,舒兰市,44.33546514415817,127.11677230894628
中国,吉林省,吉林市,船营区,43.88217194145502,126.38908947187988
中国,吉林省,吉林市,蛟河市,43.71675608224631,127.3517418654218
中国,吉林省,吉林市,龙潭区,44.10087436470175,126.69508484723782
中国,吉林省,通化市,,41.73639712986761,125.94265013851434
中国,吉林省,通化市,东昌区,41.6772623965505,125.96012370780278
中国,吉林省,通化市,二道江区,41.77262595942713,126.15628012438644
中国,吉林省,通化市,柳河县,42.18566541207805,125.91727588293637
中国,吉林省,通化市,梅河口市,42.54264989265649,125.72351563218488
中国,吉林省,通化市,辉南县,42.55794888560392,126.34272419975258
中国,吉林省,通化市,通化县,41.72915613097937,125.85733217990663
中国,吉林省,通化市,集安市,41.25141058534607,125.99899197532312
中国,吉林省,白城市,,45.621086275218886,122.84077667910014
中国,吉林省,白城市,吉林白城经济开发区,,
中国,吉林省,白城市,大安市,45.432438158186365,123.72371415195178
中国,吉林省,白城市,洮北区,45.62330092106885,122.78907446427353
中国,吉林省,白城市,洮南市,45.47560430449944,122.45367732552192
中国,吉林省,白城市,通榆县,44.78571677869629,122.74529133311324
中国,吉林省,白城市,镇赉县,45.95617192379575,123.45227210722489
中国,吉林省,白山市,,41.94585939701795,126.43579767534614
中国,吉林省,白山市,临江市,41.81656596898653,127.19171033688409
中国,吉林省,白山市,抚松县,42.27790911314429,127.62393805705028
中国,吉林省,白山市,江源区,42.07895858792228,126.82530168684484
中国,吉林省,白山市,浑江区,41.79164222825484,126.39664287376053
中国,吉林省,白山市,长白朝鲜族自治县,41.58470916136256,127.8643583991864
中国,吉林省,白山市,靖宇县,42.449966505532906,126.90246851454675
中国,吉林省,松原市,,45.136048970084005,124.83299453234116
中国,吉林省,松原市,乾安县,44.92691448746002,123.96912337789142
中国,吉林省,松原市,前郭尔罗斯蒙古族自治县,44.86912678932049,124.4816503761759
中国,吉林省,松原市,吉林松原经济开发区,,
中国,吉林省,松原市,宁江区,45.29270961688417,124.86757114896368
中国,吉林省,松原市,扶余市,45.17138413335374,125.60981401542614
中国,吉林省,松原市,长岭县,44.30564452777848,123.86650428880183
中国,吉林省,长春市,,43.89833760709784,125.31364242720072
中国,吉林省,长春市,九台区,44.194372106981,125.96882675838016
中国,吉林省,长春市,二道区,43.872222715496505,125.61148484630954
中国,吉林省,长春市,公主岭市,,
中国,吉林省,长春市,农安县,44.46150608980072,125.09432707272502
中国,吉林省,长春市,南关区,43.73219054084285,125.41964874071088
中国,吉林省,长春市,双阳区,43.531747024963465,125.7128223593714
中国,吉林省,长春市,宽城区,43.998252407950645,125.34489933527382
中国,吉林省,长春市,德惠市,44.51050714691595,125.76904438894972
中国,吉林省,长春市,朝阳区,43.68910861945122,125.27822648218306
中国,吉林省,长春市,榆树市,44.879422926679325,126.60250076501056
中国,吉林省,长春市,绿园区,43.91216456483547,125.19133076326924
中国,吉林省,长春市,长春净月高新技术产业开发区,,
中国,吉林省,长春市,长春汽车经济技术开发区,,
中国,吉林省,长春市,长春经济技术开发区,,
中国,吉林省,长春市,长春高新技术产业开发区,,
中国,吉林省,辽源市,,42.92330261905367,125.133686052184
中国,吉林省,辽源市,东丰县,42.68393389598205,125.45480890407713
中国,吉林省,辽源市,东辽县,42.94792512735953,125.18493119324796
中国,吉林省,辽源市,西安区,42.98636494637781,125.15014857862096
中国,吉林省,辽源市,龙山区,42.91319659590901,125.2109975481031
中国,吉林省,四平市,,43.17552470112557,124.39138207367984
中国,吉林省,四平市,伊通满族自治县,43.34632182878895,125.27114939123412
中国,吉林省,四平市,双辽市,43.767694883216855,123.70852021747343
中国,吉林省,四平市,梨树县,43.41443762960154,124.3804914067186
中国,吉林省,四平市,铁东区,43.10152883356444,124.45989915865624
中国,吉林省,四平市,铁西区,43.21415972250845,124.35539155325311
中国,吉林省,延边朝鲜族自治州,,42.896413603744136,129.4859019581615
中国,吉林省,延边朝鲜族自治州,和龙市,42.46644228555597,128.91121076888584
中国,吉林省,延边朝鲜族自治州,图们市,43.03054892372987,129.8343107602306
中国,吉林省,延边朝鲜族自治州,安图县,42.70103301918952,128.4376516920773
中国,吉林省,延边朝鲜族自治州,延吉市,43.05966660114006,129.4713015310137
中国,吉林省,延边朝鲜族自治州,敦化市,43.5602018380768,128.23949928010674
中国,吉林省,延边朝鲜族自治州,汪清县,43.54014392150564,129.9539944169551
中国,吉林省,延边朝鲜族自治州,珲春市,43.07471934073669,130.70236659183635
中国,吉林省,延边朝鲜族自治州,龙井市,42.84424932076874,129.3838162246915
中国,上海市,上海市,,31.24916171001514,121.48789948569473
中国,上海市,上海市,嘉定区,31.36433805543363,121.25101353755592
中国,上海市,上海市,奉贤区,30.915122452605868,121.56064167963343
中国,上海市,上海市,宝山区,31.398622694466777,121.40904121844942
中国,上海市,上海市,崇明区,31.52860136250956,121.5690995018274
中国,上海市,上海市,徐汇区,31.169152089592195,121.44623500472936
中国,上海市,上海市,普陀区,31.263742929075534,121.39844294374956
中国,上海市,上海市,杨浦区,31.304510479541904,121.5357165996346
中国,上海市,上海市,松江区,31.021244628098582,121.22679050142116
中国,上海市,上海市,浦东新区,31.23089534913395,121.6384813140922
中国,上海市,上海市,虹口区,31.28249722898657,121.4919185407948
中国,上海市,上海市,金山区,30.83508077708232,121.24840817975154
中国,上海市,上海市,长宁区,31.213301496813617,121.3876161086648
中国,上海市,上海市,闵行区,31.093537540382123,121.42502428093464
中国,上海市,上海市,青浦区,31.130862397996967,121.091425242822
中国,上海市,上海市,静安区,31.23538080348789,121.45475555700204
中国,上海市,上海市,黄浦区,31.227203440768868,121.49607206403444
中国,北京市,北京市,,39.92998577808024,116.39564503787868
中国,北京市,北京市,东城区,39.93857401298612,116.42188470126446
中国,北京市,北京市,丰台区,39.84193785220474,116.2583703354677
中国,北京市,北京市,大兴区,39.652790118364464,116.42519459737912
中国,北京市,北京市,密云区,40.51733485384564,117.09666568438286
中国,北京市,北京市,平谷区,40.21592545389569,117.15043344819172
中国,北京市,北京市,延庆区,40.53547574711141,116.16188313979872
中国,北京市,北京市,怀柔区,40.63813934031092,116.59340835643432
中国,北京市,北京市,房山区,39.72675262079634,115.86283631290442
中国,北京市,北京市,昌平区,40.2217235498323,116.21645635689414
中国,北京市,北京市,朝阳区,39.95895316640668,116.52169489108084
中国,北京市,北京市,海淀区,40.03316204507791,116.23967780102151
中国,北京市,北京市,石景山区,39.93886654464553,116.18455581036746
中国,北京市,北京市,西城区,39.93428014370851,116.37319010401802
中国,北京市,北京市,通州区,39.80981488385131,116.74007918067626
中国,北京市,北京市,门头沟区,40.000893031476494,115.79579538125095
中国,北京市,北京市,顺义区,40.15495147044136,116.72822904528138
中国,甘肃省,嘉峪关市,,39.80239732673353,98.281634585257
中国,甘肃省,嘉峪关市,市辖区,,
中国,甘肃省,甘南藏族自治州,,34.99221117837858,102.9174424864958
中国,甘肃省,甘南藏族自治州,临潭县,34.74261514561091,103.6319064840922
中国,甘肃省,甘南藏族自治州,卓尼县,34.614457775996144,103.39362024363068
中国,甘肃省,甘南藏族自治州,合作市,34.99725950573873,103.08564921659334
中国,甘肃省,甘南藏族自治州,夏河县,35.02303085776663,102.50657841215222
中国,甘肃省,甘南藏族自治州,玛曲县,33.850721989422766,101.6689774185061
中国,甘肃省,甘南藏族自治州,碌曲县,34.392608970482506,102.47754728550164
中国,甘肃省,甘南藏族自治州,舟曲县,33.63481041973872,104.32632271287576
中国,甘肃省,甘南藏族自治州,迭部县,34.00562076922793,103.57044621530756
中国,甘肃省,张掖市,,38.93932029698206,100.4598918689242
中国,甘肃省,张掖市,临泽县,39.34703167444593,100.19122429387708
中国,甘肃省,张掖市,山丹县,38.53022136721111,101.23164701727173
中国,甘肃省,张掖市,民乐县,38.47316342072765,100.7984292987036
中国,甘肃省,张掖市,甘州区,39.010620607402736,100.52207864991932
中国,甘肃省,张掖市,肃南裕固族自治县,38.92057106606023,99.32677151937048
中国,甘肃省,张掖市,高台县,39.54167477274971,99.60752137380484
中国,甘肃省,天水市,,34.58431941886869,105.73693162285642
中国,甘肃省,天水市,张家川回族自治县,34.99595544908208,106.28213682391774
中国,甘肃省,天水市,武山县,34.68018182604746,104.88672977677103
中国,甘肃省,天水市,清水县,34.742527304960305,106.14008000663564
中国,甘肃省,天水市,甘谷县,34.809420550799004,105.27453175251576
中国,甘肃省,天水市,秦安县,34.95349991991774,105.69804091113788
中国,甘肃省,天水市,秦州区,34.344448280621755,105.58117092708984
中国,甘肃省,天水市,麦积区,34.52021847145537,106.05204030761308
中国,甘肃省,临夏回族自治州,,35.59851434880198,103.21524917831644
中国,甘肃省,临夏回族自治州,东乡族自治县,35.69847234099295,103.4521451332714
中国,甘肃省,临夏回族自治州,临夏县,35.51871940176033,103.05079063072968
中国,甘肃省,临夏回族自治州,临夏市,35.585834814564286,103.20057576109534
中国,甘肃省,临夏回族自治州,和政县,35.34573233197506,103.2985676717298
中国,甘肃省,临夏回族自治州,广河县,35.47802709774666,103.63113999250665
中国,甘肃省,临夏回族自治州,康乐县,35.25801826634413,103.62902014044664
中国,甘肃省,临夏回族自治州,永靖县,36.00787495931122,103.22504409432491
中国,甘肃省,临夏回族自治州,积石山保安族东乡族撒拉族自治县,35.68340993483833,103.07896662058384
中国,甘肃省,陇南市,,33.39447997293795,104.9345734057548
中国,甘肃省,陇南市,两当县,33.91137892359172,106.40388517582495
中国,甘肃省,陇南市,宕昌县,34.01348884252893,104.45282709018248
中国,甘肃省,陇南市,康县,33.28499040868123,105.63797390347077
中国,甘肃省,陇南市,徽县,33.89285120443273,106.0333170396453
中国,甘肃省,陇南市,成县,33.74729663690498,105.68828896241682
中国,甘肃省,陇南市,文县,32.947265418466735,104.78420570271196
中国,甘肃省,陇南市,武都区,33.29391719564859,105.13455295643098
中国,甘肃省,陇南市,礼县,34.1116367081392,105.06409130212408
中国,甘肃省,陇南市,西和县,33.919624520579106,105.33853139263536
中国,甘肃省,酒泉市,,39.74147376815896,98.50841450616744
中国,甘肃省,酒泉市,敦煌市,40.38877149934441,94.1580417664508
中国,甘肃省,酒泉市,玉门市,40.22555180207207,97.46120885169448
中国,甘肃省,酒泉市,瓜州县,40.734286870761245,95.8047128252388
中国,甘肃省,酒泉市,肃北蒙古族自治县,40.67651966540973,96.53255062751548
中国,甘肃省,酒泉市,肃州区,39.59837425948466,98.80261646261889
中国,甘肃省,酒泉市,金塔县,40.38257919550707,99.18658702195178
中国,甘肃省,酒泉市,阿克塞哈萨克族自治县,39.02588960578606,94.45230056916073
中国,甘肃省,武威市,,37.933172142905626,102.6401473433678
中国,甘肃省,武威市,凉州区,37.916272406995525,102.75947740159276
中国,甘肃省,武威市,古浪县,37.53127171136387,103.34292346491078
中国,甘肃省,武威市,天祝藏族自治县,37.28091220107572,102.761163894713
中国,甘肃省,武威市,民勤县,38.82772798528139,103.2024726117805
中国,甘肃省,兰州市,,36.06422552504259,103.8233054407292
中国,甘肃省,兰州市,七里河区,35.99249534687628,103.7719944994909
中国,甘肃省,兰州市,兰州新区,,
中国,甘肃省,兰州市,城关区,36.05400813156666,103.85157116258397
中国,甘肃省,兰州市,安宁区,36.11552303804957,103.71915589990236
中国,甘肃省,兰州市,榆中县,35.999785042710826,104.24428952099753
中国,甘肃省,兰州市,永登县,36.61692360903477,103.2527935346242
中国,甘肃省,兰州市,皋兰县,36.39468788267293,103.89046691010886
中国,甘肃省,兰州市,红古区,36.30348839149202,103.06027548800718
中国,甘肃省,兰州市,西固区,36.10647176371083,103.56267979362764
中国,甘肃省,平凉市,,35.550110190016646,106.6889111565472
中国,甘肃省,平凉市,华亭市,35.20554957877781,106.60867034278893
中国,甘肃省,平凉市,崆峒区,35.51577431592054,106.7488868163732
中国,甘肃省,平凉市,崇信县,35.24910289178516,107.00377639489535
中国,甘肃省,平凉市,庄浪县,35.25596848985868,106.06568568012982
